Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
avanī	Verb	1	P.	avanayati	Third	Sg.	"Present Ind."	"   20"
pāṭay	Verb	10	Ā	pāṭita			"Past Passive Participle"	"   20"
bhraṁś	Verb	1	P.	bhṛṣṭa			"Past Passive Participle"	"   20"
avabhās	Verb	1	Ā	avabhāsate	Third	Sg.	"Present Ind."	"   20"
san	Verb	8	Ā	sanitā	Third	Sg.	"Future. Ind. Peri."	"   20"
ākṣip	Verb	4	P.	ākṣipet	Third	Sg.	"Pres. Potential"	"   20"
ākhyā	Verb	4	P.	ākhyāti			"Present Ind."	"   20"
ādhā	Verb	3	Ā	ādadhat			"Present Ind."	"   20"
ānah	Verb	4	P.	ānaddha			"Past Passive Participle"	"   20"
āpad	Verb	4	P.	āpede	Third	Sg.	"Perfect Ind."	"   20"
bhakṣay	Verb	10	Ā	bhakṣayāmi	First	Sg.	"Present Ind."	"   20"
āyā	Verb	2	Ā	āyāhi	Second	Sg.	"Pres. Imp."	"   20"
ārabh	Verb	1	P.	ārabhadhvam	Second	Pl.	"Imperfect ind"	"   20"
ālabh	Verb	1	P.	ālabheta	Third	Sg.	"Pres. Potential"	"   20"
āvas	Verb	1	Ā	āvaset	Third	Sg.	"Pres. Potential"	"   20"
āviś	Verb	6	Ā	āviśan	Third	Pl.	"Imperfect ind"	"   20"
āviṣkṛ	Verb	8	Ā	āviṣkṛta			"Past Passive Participle"	"   20"
āstṛ	Verb	5	P.	āstṛta			"Past Passive Participle"	"   20"
āhṛ	Verb	1	Ā	āhārya			"Future passive particle"	"   20"
utthā	Verb	1	Ā	uttiṣṭhat			"Present Ind."	"   20"
utpat	Verb	1	Ā	utpetuḥ	Third	Pl.	"Perfect Ind."	"   20"
utsṛj	Verb	6	Ā	utsraṣṭum			Infinitive	"   20"
udgrah	Verb	9	Ā	udgṛhya			Absolutive	"   20"
upakṛ	Verb	8	Ā	upakṛta			"Past Passive Participle"	"   20"
upagam	Verb	6	P.	upajagāma	Third	Sg.	"Perfect Ind."	"   20"
upacar	Verb	1	Ā	upacaryate	Third	Sg.	"Present Passive"	"   20"
upaci	Verb	5	Ā	upacīyate	Third	Sg.	"Present Passive"	"   20"
upajīv	Verb	1	Ā	upajīvati	Third	Sg.	"Present Ind."	"   20"
upanāhay	Verb	10	P.	upanāhayet	Third	Sg.	"Pres. Potential"	"   20"
nāśay	Verb	10	Ā	nāśayanti	Third	Pl.	"Present Ind."	"   20"
niyam	Verb	1	Ā	niyantum			Infinitive	"   20"
niyuj	Verb	7	Ā	niyujyate	Third	Sg.	"Present Passive"	"   20"
nirgā	Verb	3	P.	niragāt	Third	Sg.	"Aorist Ind. Root."	"   20"
nirmath	Verb	9	Ā	nirmathya			Absolutive	"   20"
niṣad	Verb	1	Ā	nyaṣīdat	Third	Sg.	"Imperfect ind"	"   20"
niṣic	Verb	6	Ā	niṣiñcet	Third	Sg.	"Pres. Potential"	"   20"
niṣkvāthay	Verb	10	P.	niṣkvāthya			Absolutive	"   20"
parāmṛś	Verb	6	P.	parāmṛśat	Third	Sg.	"Imperfect ind"	"   20"
paritap	Verb	4	Ā	paryatapyata	Third	Sg.	"Imperfect Ind. Passive "	"   20"
paridhāv	Verb	1	Ā	paridhāvat			"Present Ind."	"   20"
paripracch	Verb	6	Ā	paripṛcchati	Third	Sg.	"Present Ind."	"   20"
parirakṣ	Verb	1	Ā	parirakṣat			"Present Ind."	"   20"
parihṛ	Verb	1	Ā	pariharat			"Present Ind."	"   20"
pracchid	Verb	4	P.	pracicheda	Third	Sg.	"Perfect Ind."	"   20"
prajan	Verb	4	P.	prajajñe	Third	Sg.	"Perfect Ind."	"   20"
praṇad	Verb	1	P.	praṇeduḥ	Third	Pl.	"Perfect Ind."	"   20"
praṇam	Verb	1	Ā	praṇamet	Third	Sg.	"Pres. Potential"	"   20"
pratinand	Verb	1	Ā	pratinandya			Absolutive	"   20"
pratibodhay	Verb	10	Ā	pratibodhita			"Past Passive Participle"	"   20"
pratiṣṭhā	Verb	1	Ā	pratitiṣṭhat			"Present Ind."	"   20"
pratiṣṭhāpay	Verb	10	Ā	pratiṣṭhāpayeyam	First	Sg.	"Pres. Potential"	"   20"
pratisāray	Verb	10	P.	pratisārita			"Past Passive Participle"	"   20"
pratyabhijñā	Verb	9	Ā	pratyabhijñāya			Absolutive	"   20"
pradā	Verb	3	Ā	pratta			"Past Passive Participle"	"   20"
pradarśay	Verb	10	Ā	pradarśayet	Third	Sg.	"Pres. Potential"	"   20"
pradhāv	Verb	1	Ā	pradhāvat			"Present Ind."	"   20"
prapat	Verb	1	Ā	prapatanti	Third	Pl.	"Present Ind."	"   20"
prayat	Verb	1	P.	prayatamāna			"Present Ind."	"   20"
prayam	Verb	1	Ā	prayacchat			"Present Ind."	"   20"
prayuj	Verb	7	Ā	prayuṅkte	Third	Sg.	"Present Ind."	"   20"
praviś	Verb	4	P.	praviviśuḥ	Third	Pl.	"Perfect Ind."	"   20"
praviś	Verb	4	P.	prāvikṣat	Third	Sg.	"Aorist Ind. Sa."	"   20"
prasthāpay	Verb	10	P.	prasthāpya			Absolutive	"   20"
prahas	Verb	1	Ā	prahasita			"Past Passive Participle"	"   20"
praharṣay	Verb	10	P.	praharṣita			"Past Passive Participle"	"   20"
prāp	Verb	1	P.	prāpnuyuḥ	Third	Pl.	"Pres. Potential"	"   20"
prārthay	Denom.	0	Ā	prārthayet	Third	Sg.	"Pres. Potential"	"   20"
vikṛṣ	Verb	6	P.	vicakarṣa	Third	Sg.	"Perfect Ind."	"   20"
vinī	Verb	1	Ā	vineya			"Future passive particle"	"   20"
viprayuj	Verb	7	P.	viprayukta			"Past Passive Participle"	"   20"
viprahā	Verb	3	P.	viprahīṇa			"Past Passive Participle"	"   20"
vibhā	Verb	2	P.	vibhānt			"Present Ind."	"   20"
virāj	Verb	1	Ā	virājamāna			"Present Ind."	"   20"
viruh	Verb	1	Ā	virūḍha			"Past Passive Participle"	"   20"
vivas	Verb	6	P.	vyuṣṭa			"Past Passive Participle"	"   20"
vivṛdh	Verb	1	Ā	vivardhante	Third	Pl.	"Present Ind."	"   20"
vihṛ	Verb	1	Ā	vijahruḥ	Third	Pl.	"Perfect Ind."	"   20"
vyatiṣañj	Verb	1	P.	vyatiṣakta			"Past Passive Participle"	"   20"
vyāhṛ	Verb	1	Ā	vyāhartum			Infinitive	"   20"
saṁśaṁs	Verb	1	P.	saṃśaṃset	Third	Sg.	"Pres. Potential"	"   20"
saṁstṛ	Verb	1	P.	saṃstīrya			Absolutive	"   20"
saṁkamp	Verb	1	Ā	samakampanta	Third	Pl.	"Imperfect ind"	"   20"
saṁkhyā	Verb	2	P.	saṃkhyātum			Infinitive	"   20"
saṁcintay	Verb	10	Ā	saṃcintayat			"Present Ind."	"   20"
saṁdarśay	Verb	10	P.	saṃdarśayati	Third	Sg.	"Present Ind."	"   20"
saṁdhā	Verb	1	P.	saṃdadhāna			"Present Ind."	"   20"
samākram	Verb	1	P.	samākrānta			"Past Passive Participle"	"   20"
samāpat	Verb	1	P.	samāpetuḥ	Third	Pl.	"Perfect Ind."	"   20"
samāyā	Verb	2	P.	samāyānt			"Present Ind."	"   20"
samprajan	Verb	4	P.	samprajāyate	Third	Sg.	"Present Ind."	"   20"
sampravartay	Verb	10	P.	sampravartita			"Past Passive Participle"	"   20"
sambhāṣ	Verb	1	P.	sambhāṣya			Absolutive	"   20"
sambhū	Verb	1	Ā	saṃbabhūvuḥ	Third	Pl.	"Perfect Ind."	"   20"
abhivāday	Verb	10	Ā	abhivādita			"Past Passive Participle"	"   20"
śīlay	Denom.	0	Ā	śīlita			"Past Passive Participle"	"   20"
śamay	Verb	10	Ā	śamita			"Past Passive Participle"	"   20"
bhikṣ	Verb	1	P.	bhikṣamāṇa			"Present Ind."	"   20"
parikṣan	Verb	8	P.	parikṣata			"Past Passive Participle"	"   20"
mil	Verb	6	Ā	militvā			Absolutive	"   20"
viriṣ	Verb	4	P.	viriṣṭa			"Past Passive Participle"	"   20"
saṁpraharṣay	Verb	10	P.	saṃpraharṣya			Absolutive	"   20"
cikits	Desid.	0	P.	cikitset	Third	Sg.	"Pres. Potential"	"   20"
saṁpreṣay	Verb	10	P.	saṃpreṣita			"Past Passive Participle"	"   20"
saṁlag	Verb	1	P.	saṃlagna			"Past Passive Participle"	"   20"
samuttāray	Verb	10	Ā	samuttārya			Absolutive	"   20"
pratipṛ	Verb	9	P.	pratipūrṇa			"Past Passive Participle"	"   20"
āvij	Verb	6	Ā	āvigna			"Past Passive Participle"	"   20"
saṁśī	Verb	2	Ā	saṃśayita			"Past Passive Participle"	"   20"
samuttejay	Verb	10	P.	samuttejya			Absolutive	"   20"
siṣās	Desid.	0	P.	siṣāsat			"Present Ind."	"   20"
nonāv	Int.	0	Ā	nonumaḥ	First	Pl.	"Present Ind."	"   20"
śośuc	Int.	0	Ā	śośucat	Third	Sg.	"Pres. Sub."	"   20"
arc	Verb	1	Ā	arcan	Third	Pl.	"Present Jus."	"   19"
arh	Verb	1	Ā	arhataḥ	Third	Du.	"Present Ind."	"   19"
as	Verb	2	P.	staḥ	Third	Du.	"Present Ind."	"   19"
i	Verb	5	Ā	eyivas			"Perfect Ind."	"   19"
īkṣ	Verb	4	P.	īkṣyate	Third	Sg.	"Present Passive"	"   19"
īkṣ	Verb	4	P.	īkṣamāṇa			"Present Ind."	"   19"
arpay	Verb	10	Ā	arpayat	Third	Sg.	"Imperfect ind"	"   19"
kṛ	Verb	2	Ā	kṛṇuhi	Second	Sg.	"Pres. Imp."	"   19"
kalpay	Verb	10	Ā	akalpayan	Third	Pl.	"Imperfect ind"	"   19"
krand	Verb	1	Ā	acikradat	Third	Sg.	"Aorist Ind. Red."	"   19"
kṣip	Verb	6	Ā	kṣipyate	Third	Sg.	"Present Passive"	"   19"
gam	Verb	6	Ā	ajīgamam	First	Sg.	"Aorist Ind. Red."	"   19"
gras	Verb	1	Ā	graset	Third	Sg.	"Pres. Potential"	"   19"
ghaṭ	Verb	1	Ā	ghaṭamāna			"Present Ind."	"   19"
ghrā	Verb	3	Ā	jighrati	Third	Sg.	"Present Ind."	"   19"
ghrā	Verb	3	Ā	jighrat			"Present Ind."	"   19"
cintay	Verb	10	Ā	cintayitum			Infinitive	"   19"
jap	Verb	4	Ā	japya			"Future passive particle"	"   19"
tap	Verb	4	Ā	tapanti	Third	Pl.	"Present Ind."	"   19"
bhū	Verb	1	Ā	abhūḥ	Second	Sg.	"Aorist Ind. Root."	"   19"
bhū	Verb	1	Ā	bhavatām	Third	Sg.	"Pres. Imp."	"   19"
dru	Verb	1	Ā	drava	Second	Sg.	"Pres. Imp."	"   19"
brū	Verb	2	Ā	bruvantu	Third	Pl.	"Pres. Imp."	"   19"
yā	Verb	2	Ā	yāsyāmaḥ	First	Pl.	"Future Ind."	"   19"
bhuj	Verb	6	P.	bhujyatām	Third	Sg.	"Pres. Imperative Passive"	"   19"
man	Verb	8	P.	manyadhvam	Second	Pl.	"Pres. Imp."	"   19"
yuj	Verb	6	Ā	yunajmi	First	Sg.	"Present Ind."	"   19"
yuj	Verb	6	Ā	yuyoja	Third	Sg.	"Perfect Ind."	"   19"
vid	Verb	2	Ā	vidyante	Third	Pl.	"Present Passive"	"   19"
śri	Verb	1	Ā	aśret	Third	Sg.	"Aorist Ind. Root."	"   19"
sthā	Verb	1	Ā	tiṣṭheta	Third	Sg.	"Pres. Potential"	"   19"
sthā	Verb	1	Ā	tiṣṭhā	Second	Sg.	"Pres. Imp."	"   19"
dā	Verb	1	Ā	dāsyanti	Third	Pl.	"Future Ind."	"   19"
dā	Verb	1	Ā	adadam	First	Sg.	"Aorist Ind. Red."	"   19"
dīv	Verb	4	Ā	dīvyāmi	First	Sg.	"Present Ind."	"   19"
dīv	Verb	4	Ā	dīvyat			"Present Ind."	"   19"
pū	Verb	1	P.	pūyamāna			"Present Passive"	"   19"
vah	Verb	2	P.	vahasi	Second	Sg.	"Present Ind."	"   19"
śru	Verb	4	P.	śṛṇve	Third	Sg.	"Present Ind."	"   19"
śru	Verb	4	P.	śravya			"Future passive particle"	"   19"
bhā	Verb	2	Ā	bhāsi	Second	Sg.	"Present Ind."	"   19"
bhṛ	Verb	1	Ā	bhare	First	Sg.	"Present Ind."	"   19"
pāyay	Verb	10	Ā	pāyayitvā			Absolutive	"   19"
stu	Verb	1	Ā	stavāna			"Present Ind."	"   19"
sṛj	Verb	2	P.	sasṛjuḥ	Third	Pl.	"Perfect Ind."	"   19"
gaṇay	Verb	10	Ā	gaṇyate	Third	Sg.	"Present Passive"	"   19"
gamay	Verb	10	Ā	gamaya	Second	Sg.	"Pres. Imp."	"   19"
anucar	Verb	1	Ā	anucarita			"Past Passive Participle"	"   19"
dūṣay	Verb	10	Ā	dūṣayanti	Third	Pl.	"Present Ind."	"   19"
darśay	Verb	10	Ā	darśayasva	Second	Sg.	"Pres. Imp."	"   19"
nand	Verb	1	Ā	nandanti	Third	Pl.	"Present Ind."	"   19"
pātay	Verb	10	Ā	pātayiṣyāmi	First	Sg.	"Future Ind."	"   19"
pā	Verb	2	Ā	pāsi	Second	Sg.	"Present Ind."	"   19"
ave	Verb	1	Ā	avaiti	Third	Sg.	"Present Ind."	"   19"
avekṣ	Verb	1	P.	avekṣita			"Past Passive Participle"	"   19"
janay	Verb	10	Ā	janayanta	Third	Pl.	"Present Jus."	"   19"
śuc	Verb	6	P.	śocet	Third	Sg.	"Pres. Potential"	"   19"
śocay	Verb	10	P.	śocya			"Future passive particle"	"   19"
anuman	Verb	8	Ā	anumanyate	Third	Sg.	"Present Ind."	"   19"
anuman	Verb	8	Ā	anumanyasva	Second	Sg.	"Pres. Imp."	"   19"
mantray	Denom.	0	Ā	mantrayet	Third	Sg.	"Pres. Potential"	"   19"
mṛ	Verb	4	Ā	mariṣyasi	Second	Sg.	"Future Ind."	"   19"
mṛ	Verb	4	Ā	mriyeta	Third	Sg.	"Pres. Opt Passive"	"   19"
anuyā	Verb	2	Ā	anuyayau	Third	Sg.	"Perfect Ind."	"   19"
rañj	Verb	6	Ā	rajyate	Third	Sg.	"Present Passive"	"   19"
rud	Verb	1	P.	rodiṣi	Second	Sg.	"Present Ind."	"   19"
lī	Verb	1	Ā	līyante	Third	Pl.	"Present Ind."	"   19"
anuvac	Verb	3	Ā	anūcya			"Future passive particle"	"   19"
vid	Verb	6	Ā	vidāna			"Present Ind."	"   19"
sic	Verb	4	Ā	secya			"Future passive particle"	"   19"
anuvṛt	Verb	1	Ā	anuvarteta	Third	Sg.	"Pres. Potential"	"   19"
śak	Verb	4	P.	śaknuvanti	Third	Pl.	"Present Ind."	"   19"
śak	Verb	4	P.	śakyante	Third	Pl.	"Present Passive"	"   19"
smṛ	Verb	1	Ā	smaryate	Third	Sg.	"Present Passive"	"   19"
smṛ	Verb	1	Ā	smartum			Infinitive	"   19"
av	Verb	1	P.	avatam	Second	Du.	"Pres. Imp."	"   19"
anviṣ	Verb	6	Ā	anviccha	Second	Sg.	"Pres. Imp."	"   19"
apakram	Verb	6	P.	apakramya			Absolutive	"   19"
chāday	Verb	10	Ā	chādayet	Third	Sg.	"Pres. Potential"	"   19"
dhū	Verb	6	Ā	dhunvat			"Present Ind."	"   19"
vī	Verb	2	Ā	veti	Third	Sg.	"Present Ind."	"   19"
abhicoday	Verb	10	P.	abhicodita			"Past Passive Participle"	"   19"
abhijñā	Verb	9	Ā	abhijñāya			Absolutive	"   19"
abhinand	Verb	1	Ā	abhyanandata	Third	Sg.	"Imperfect ind"	"   19"
svaj	Verb	1	P.	sasvaje	Third	Sg.	"Perfect Ind."	"   19"
pothay	Verb	10	Ā	apothayat	Third	Sg.	"Imperfect ind"	"   19"
pūjay	Verb	10	Ā	pūjyante	Third	Pl.	"Present Passive"	"   19"
pyā	Verb	1	Ā	pipīvas			"Perfect Ind."	"   19"
vardhay	Verb	10	Ā	vardhayitvā			Absolutive	"   19"
abhibhū	Verb	1	P.	abhibhavati	Third	Sg.	"Present Ind."	"   19"
mṛd	Verb	9	Ā	mamarda	Third	Sg.	"Perfect Ind."	"   19"
yudh	Verb	2	P.	yudhyante	Third	Pl.	"Present Ind."	"   19"
yudh	Verb	2	P.	yudhyadhvam	Second	Pl.	"Pres. Imp."	"   19"
yudh	Verb	2	P.	yotsyate	Third	Sg.	"Future Ind."	"   19"
vand	Verb	1	P.	avandata	Third	Sg.	"Imperfect ind"	"   19"
vand	Verb	1	P.	vandamāna			"Present Ind."	"   19"
vand	Verb	1	P.	vandyamāna			"Present Passive"	"   19"
hṛṣ	Verb	1	P.	hṛṣyet	Third	Sg.	"Pres. Potential"	"   19"
hṛṣ	Verb	1	P.	jaharṣa	Third	Sg.	"Perfect Ind."	"   19"
abhyāgā	Verb	3	P.	abhyāgāt	Third	Sg.	"Aorist Ind. Root."	"   19"
abhyudi	Verb	2	P.	abhyudyanti	Third	Pl.	"Present Ind."	"   19"
avakram	Verb	1	P.	avakrānta			"Past Passive Participle"	"   19"
bhī	Verb	1	Ā	abibhayuḥ	Third	Pl.	"Perfect Ind."	"   19"
ghaṭṭay	Verb	10	P.	ghaṭṭita			"Past Passive Participle"	"   19"
tulay	Verb	10	Ā	tulita			"Past Passive Participle"	"   19"
tāray	Verb	10	Ā	tārayate	Third	Sg.	"Present Ind."	"   19"
avadhā	Verb	3	Ā	avadhāya			Absolutive	"   19"
avabandh	Verb	9	P.	avabaddha			"Past Passive Participle"	"   19"
avaman	Verb	4	P.	avamantavya			"Future passive particle"	"   19"
āgam	Verb	6	P.	āgamyatām	Third	Sg.	"Pres. Imperative Passive"	"   19"
ācakṣ	Verb	1	P.	ācakṣīta	Third	Sg.	"Pres. Potential"	"   19"
ācar	Verb	1	Ā	ācaranti	Third	Pl.	"Present Ind."	"   19"
ājñāpay	Verb	10	Ā	ājñāpayati	Third	Sg.	"Present Ind."	"   19"
ādhā	Verb	3	Ā	ādhatta	Third	Sg.	"Imperfect ind"	"   19"
ānī	Verb	1	Ā	ānayati	Third	Sg.	"Present Ind."	"   19"
ānī	Verb	1	Ā	ānayasva	Second	Sg.	"Pres. Imp."	"   19"
prī	Verb	9	Ā	prīyante	Third	Pl.	"Present Passive"	"   19"
āmnā	Verb	1	P.	āmnāta			"Past Passive Participle"	"   19"
āruh	Verb	6	Ā	āroḍhum			Infinitive	"   19"
ālabh	Verb	1	P.	ālabhanta	Third	Pl.	"Imperfect ind"	"   19"
śrāvay	Verb	10	Ā	śrāvayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"   19"
āśvāsay	Verb	10	Ā	āśvāsayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"   19"
āhan	Verb	2	Ā	ājaghne	Third	Sg.	"Perfect Ind."	"   19"
āhṛ	Verb	1	Ā	āharat			"Present Ind."	"   19"
āhvā	Verb	4	Ā	āhvayat	Third	Sg.	"Imperfect ind"	"   19"
ucchvas	Verb	2	Ā	ucchvasat			"Present Ind."	"   19"
utthā	Verb	1	Ā	uttasthau	Third	Sg.	"Perfect Ind."	"   19"
udāhṛ	Verb	2	P.	udāharet	Third	Sg.	"Pres. Potential"	"   19"
udgṛ	Verb	9	P.	udgīrṇa			"Past Passive Participle"	"   19"
udbhū	Verb	1	P.	udabhūt	Third	Sg.	"Aorist Ind. Root."	"   19"
bhāvay	Verb	10	Ā	bhāvayanti	Third	Pl.	"Present Ind."	"   19"
bhāvay	Verb	10	Ā	bhāvanīya			"Future passive particle"	"   19"
māday	Verb	10	Ā	mādayasva	Second	Sg.	"Pres. Imp."	"   19"
upanyas	Verb	4	P.	upanyasta			"Past Passive Participle"	"   19"
upasev	Verb	1	Ā	upasevate	Third	Sg.	"Present Ind."	"   19"
upasthā	Verb	1	Ā	upātiṣṭhat	Third	Sg.	"Imperfect ind"	"   19"
upahan	Verb	2	P.	upahanti	Third	Sg.	"Present Ind."	"   19"
upahṛ	Verb	2	P.	upaharet	Third	Sg.	"Pres. Potential"	"   19"
upahṛ	Verb	2	P.	upāharat	Third	Sg.	"Imperfect ind"	"   19"
upe	Verb	2	Ā	upaiṣyati	Third	Sg.	"Future Ind."	"   19"
kalkīkṛ	Verb	8	P.	kalkīkṛta			"Past Passive Participle"	"   19"
nāśay	Verb	10	Ā	nāśayāmi	First	Sg.	"Present Ind."	"   19"
nirīkṣ	Verb	1	P.	nirīkṣat			"Present Ind."	"   19"
nirdah	Verb	1	P.	nirdahati	Third	Sg.	"Present Ind."	"   19"
nivāray	Verb	10	Ā	nivāryate	Third	Sg.	"Present Passive"	"   19"
nivṛt	Verb	1	Ā	nivavṛte	Third	Sg.	"Perfect Ind."	"   19"
niścāray	Verb	10	P.	niścārya			Absolutive	"   19"
niśri	Verb	1	P.	niśritya			Absolutive	"   19"
nihan	Verb	2	Ā	nighnanti	Third	Pl.	"Present Ind."	"   19"
parivṛt	Verb	1	Ā	parivartamāna			"Present Ind."	"   19"
pariṣic	Verb	6	Ā	pariṣicya			Absolutive	"   19"
parī	Verb	2	Ā	parītya			Absolutive	"   19"
prakṣip	Verb	6	Ā	prākṣipat	Third	Sg.	"Imperfect ind"	"   19"
pratikṛ	Verb	8	Ā	pratikartum			Infinitive	"   19"
pratijñā	Verb	9	Ā	pratijajñe	Third	Sg.	"Perfect Ind."	"   19"
pratidṛś	Verb	4	P.	pratyadṛśyanta	Third	Pl.	"Imperfect Ind. Passive "	"   19"
pratipad	Verb	4	P.	pratyapadyanta	Third	Pl.	"Imperfect ind"	"   19"
pratipāday	Verb	10	Ā	pratipādya			Absolutive	"   19"
pradharṣay	Verb	10	P.	pradharṣita			"Past Passive Participle"	"   19"
prapīḍay	Verb	10	P.	prapīḍya			Absolutive	"   19"
prabodhay	Verb	10	Ā	prabodhita			"Past Passive Participle"	"   19"
prayā	Verb	2	Ā	prayātu	Third	Sg.	"Pres. Imp."	"   19"
prayuj	Verb	7	Ā	prayujyamāna			"Present Passive"	"   19"
praruh	Verb	6	Ā	prarohati	Third	Sg.	"Present Ind."	"   19"
pralī	Verb	4	P.	pralīyante	Third	Pl.	"Present Ind."	"   19"
praveśay	Verb	10	Ā	prāveśayat	Third	Sg.	"Imperfect ind"	"   19"
prāp	Verb	1	P.	prāpsyanti	Third	Pl.	"Future Ind."	"   19"
prāp	Verb	1	P.	prāpyante	Third	Pl.	"Present Passive"	"   19"
prāvṛ	Verb	5	P.	prāvṛtya			Absolutive	"   19"
prāś	Verb	1	Ā	prāśnan	Third	Pl.	"Imperfect ind"	"   19"
prekṣ	Verb	1	P.	prekṣaṇīya			"Future passive particle"	"   19"
viji	Verb	1	Ā	vyajayat	Third	Sg.	"Imperfect ind"	"   19"
vitras	Verb	4	Ā	vitresuḥ	Third	Pl.	"Perfect Ind."	"   19"
vināday	Verb	10	P.	vinādita			"Past Passive Participle"	"   19"
vipācay	Verb	10	P.	vipācya			Absolutive	"   19"
vipad	Verb	4	P.	vipadyate	Third	Sg.	"Present Ind."	"   19"
virāj	Verb	1	Ā	vyarājanta	Third	Pl.	"Imperfect ind"	"   19"
vilas	Verb	1	P.	vilasati	Third	Sg.	"Present Ind."	"   19"
vilikh	Verb	6	P.	vilikhet	Third	Sg.	"Pres. Potential"	"   19"
viśodhay	Verb	10	Ā	viśodhita			"Past Passive Participle"	"   19"
viśliṣ	Verb	4	P.	viśliṣṭa			"Past Passive Participle"	"   19"
saṁvas	Verb	1	Ā	saṃvaset	Third	Sg.	"Pres. Potential"	"   19"
saṁkamp	Verb	1	Ā	samakampata	Third	Sg.	"Imperfect ind"	"   19"
saṁkliś	Verb	9	P.	saṃkliṣṭa			"Past Passive Participle"	"   19"
saṁtāpay	Verb	10	P.	saṃtāpita			"Past Passive Participle"	"   19"
saṁdṛś	Verb	4	Ā	samadṛśyata	Third	Sg.	"Imperfect Ind. Passive "	"   19"
saṁdhā	Verb	1	P.	saṃdheya			"Future passive particle"	"   19"
saṁniṣad	Verb	1	Ā	saṃniṣaṇṇa			"Past Passive Participle"	"   19"
samavakṛ	Verb	6	P.	samavākirat	Third	Sg.	"Imperfect ind"	"   19"
samākṛṣ	Verb	6	P.	samākṛṣya			Absolutive	"   19"
samāgam	Verb	6	P.	samāgatya			Absolutive	"   19"
samābhāṣ	Verb	1	P.	samābhāṣya			Absolutive	"   19"
sambhāṣ	Verb	1	P.	samabhāṣata	Third	Sg.	"Imperfect ind"	"   19"
sammad	Verb	1	P.	saṃmatta			"Past Passive Participle"	"   19"
vācay	Verb	10	Ā	vācya			Absolutive	"   19"
paridevay	Verb	10	Ā	paryadevayat	Third	Sg.	"Imperfect ind"	"   19"
paripālay	Verb	10	Ā	paripālaya	Second	Sg.	"Pres. Imp."	"   19"
ādīp	Verb	4	Ā	ādīpta			"Past Passive Participle"	"   19"
abhiṣecay	Verb	10	Ā	abhiṣecita			"Past Passive Participle"	"   19"
utkaṇṭh	Verb	1	Ā	utkaṇṭhita			"Past Passive Participle"	"   19"
dhamay	Verb	10	P.	dhamayet	Third	Sg.	"Pres. Potential"	"   19"
pramarday	Verb	10	P.	pramardayet	Third	Sg.	"Pres. Potential"	"   19"
nirvāpay	Verb	10	P.	nirvāpita			"Past Passive Participle"	"   19"
paritras	Verb	4	P.	paritrasta			"Past Passive Participle"	"   19"
yuyuts	Desid.	0	Ā	yuyutsat			"Present Ind."	"   19"
dhāmay	Verb	10	P.	dhāmayet	Third	Sg.	"Pres. Potential"	"   19"
abhīps	Desid.	0	Ā	abhīpsita			"Past Passive Participle"	"   19"
saṁpradīp	Verb	4	Ā	saṃpradīpta			"Past Passive Participle"	"   19"
pinah	Verb	4	Ā	pinaddha			"Past Passive Participle"	"   19"
śvi	Verb	1	Ā	śūna			"Past Passive Participle"	"   19"
nādh	Verb	1	Ā	nādhamāna			"Present Ind."	"   19"
śośuc	Int.	0	Ā	śośucāna			"Present Ind."	"   19"
vyavalokay	Verb	10	Ā	vyavalokya			Absolutive	"   19"
samādāpay	Verb	10	Ā	samādāpya			Absolutive	"   19"
as	Verb	4	Ā	asyati	Third	Sg.	"Present Ind."	"   18"
ās	Verb	4	P.	āsata	Third	Pl.	"Imperfect ind"	"   18"
i	Verb	5	Ā	īyivas			"Perfect Ind."	"   18"
iṣ	Verb	1	P.	icchāma	First	Pl.	"Pres. Imp."	"   18"
kṛ	Verb	2	Ā	kariṣyatha	Second	Pl.	"Future Ind."	"   18"
kṛ	Verb	2	Ā	akran	Third	Pl.	"Aorist Ind. Root."	"   18"
kṛ	Verb	6	Ā	kīryamāṇa			"Present Passive"	"   18"
kalpay	Verb	10	Ā	kalpayāmi	First	Sg.	"Present Ind."	"   18"
kṣip	Verb	6	Ā	kṣeptum			Infinitive	"   18"
khan	Verb	2	P.	khanat			"Present Ind."	"   18"
gup	Verb	1	Ā	gopanīya			"Future passive particle"	"   18"
cañc	Verb	1	P.	cañcat			"Present Ind."	"   18"
car	Verb	1	Ā	cariṣyanti	Third	Pl.	"Future Ind."	"   18"
car	Verb	1	Ā	cartum			Infinitive	"   18"
chid	Verb	1	P.	chindat			"Present Ind."	"   18"
jan	Verb	4	P.	jāyeran	Third	Pl.	"Pres. Potential"	"   18"
jan	Verb	4	P.	jāyatām	Third	Sg.	"Pres. Imp."	"   18"
jan	Verb	4	P.	jajñāte	Third	Du.	"Perfect Ind."	"   18"
jīv	Verb	1	Ā	jīvantu	Third	Pl.	"Pres. Imp."	"   18"
jīv	Verb	1	Ā	jīvamāna			"Present Ind."	"   18"
jñā	Verb	4	Ā	jānāna			"Present Ind."	"   18"
tan	Verb	8	Ā	atanvata	Third	Pl.	"Imperfect ind"	"   18"
tap	Verb	4	Ā	tapyati	Third	Sg.	"Present Ind."	"   18"
tap	Verb	4	Ā	tapyat			"Present Ind."	"   18"
